numbers,holes,horizontal_cuts,vertical_cuts,pixel_count,mass_x,mass_y,longest_contour,contours_count,straightness
4,1,2,2,160,3226.65625,4296.13125,76,1,1.7894736842105263
3,1,2,3,169,4112.094674556213,3895.1420118343194,91,1,2.0219780219780219
8,3,2,3,125,4411.752,3312.408,50,3,1.46
3,1,2,3,179,4664.290502793296,3279.8212290502793,100,1,1.9299999999999999
1,1,1,1,49,3988.2244897959185,2553.3469387755104,41,1,1.7560975609756098
2,1,2,2,93,4225.8494623655915,3459.6236559139784,69,1,1.8695652173913044
8,3,3,3,112,3887.214285714286,3383.4285714285716,60,4,2.2833333333333332
9,1,2,3,99,3546.252525252525,2954.0,61,1,1.8360655737704918
0,2,2,2,112,3705.2321428571427,3594.7410714285716,45,4,1.6000000000000001
9,2,2,3,71,4194.577464788732,2783.1267605633802,46,2,1.9565217391304348
1,1,1,1,88,3618.431818181818,3914.409090909091,47,1,1.5319148936170213
2,2,2,3,114,3940.8947368421054,3281.7280701754385,70,3,2.0571428571428569
3,1,2,4,88,4249.977272727273,2666.0,64,1,1.734375
3,1,2,3,117,4103.196581196581,3643.641025641026,95,1,2.263157894736842
0,1,3,3,143,4060.874125874126,4062.020979020979,97,1,1.8969072164948453
3,1,3,4,123,4081.3658536585367,3975.756097560976,26,9,2.263157894736842
0,2,2,2,129,4045.232558139535,4228.953488372093,51,2,1.7254901960784315
2,2,3,3,169,4332.751479289941,3829.130177514793,86,2,2.1627906976744184
0,2,2,2,161,3960.795031055901,3616.7701863354037,47,2,1.5319148936170213
3,1,2,3,111,3735.8558558558557,3367.5855855855857,77,1,1.4545454545454546
3,1,2,3,131,4306.045801526718,3895.610687022901,81,1,2.1851851851851851
8,3,3,3,108,3660.824074074074,3894.8796296296296,64,2,1.75
3,1,2,3,137,4923.481751824817,3585.4452554744526,91,1,1.945054945054945
5,1,2,3,102,4198.735294117647,3329.794117647059,46,7,1.8478260869565217
7,1,3,2,107,3859.7943925233644,3870.5233644859813,69,1,2.3043478260869565
0,2,2,2,91,3790.120879120879,3113.010989010989,47,4,1.3617021276595744
5,1,2,3,116,4268.5948275862065,3569.25,45,5,1.2
9,2,2,3,119,3526.18487394958,2809.5882352941176,66,2,1.9545454545454546
0,2,2,2,89,4115.460674157303,3242.6404494382023,75,2,1.4133333333333333
5,1,3,3,146,4103.246575342466,3579.0479452054797,85,1,1.7058823529411764
9,1,3,4,62,4413.580645161291,3012.0806451612902,30,3,2.6071428571428572
1,1,1,1,59,3921.237288135593,2968.3389830508477,42,1,2.2857142857142856
5,1,2,3,77,4557.142857142857,3238.3636363636365,67,2,1.208955223880597
1,1,1,1,46,4448.326086956522,2697.913043478261,41,1,1.3658536585365855
1,1,1,1,78,4627.358974358975,2945.3846153846152,45,1,2.4666666666666668
2,1,2,2,166,3665.7710843373493,3976.6626506024095,76,1,2.1184210526315788
6,2,2,3,123,4084.349593495935,3203.048780487805,53,2,1.9622641509433962
5,1,2,3,109,3912.669724770642,3593.577981651376,81,1,1.7901234567901234
5,1,2,3,119,4020.3025210084033,3652.72268907563,75,1,2.2533333333333334
4,2,2,2,110,3269.163636363636,3516.1454545454544,30,4,1.0
5,1,2,3,118,4478.440677966101,3223.2542372881358,82,2,1.9634146341463414
1,1,1,1,86,4261.988372093023,2865.5813953488373,43,1,1.8604651162790697
6,2,3,2,155,3662.7354838709675,4237.961290322581,78,2,1.3333333333333333
0,2,3,2,90,3604.8555555555554,4509.355555555556,72,5,1.6944444444444444
2,1,2,3,125,4869.128,3357.496,93,1,1.4731182795698925
2,1,1,2,202,3734.267326732673,3618.5742574257424,65,1,1.6153846153846154
8,2,2,4,77,4066.7662337662337,3187.116883116883,50,4,2.04
0,2,2,2,105,4068.0285714285715,4107.4,66,2,1.606060606060606
7,1,2,3,103,4170.388349514563,2916.5631067961167,63,1,1.7936507936507937
1,1,1,2,65,4230.7692307692305,2590.3384615384616,44,1,0.90909090909090906
0,2,2,2,97,4054.278350515464,3925.0721649484535,92,1,2.152173913043478
8,2,2,3,73,4060.4657534246576,2810.095890410959,46,4,1.8043478260869565
5,1,2,3,103,3793.640776699029,4016.73786407767,69,1,2.1159420289855073
6,2,3,4,144,3991.4166666666665,3272.7638888888887,83,2,2.2289156626506026
3,1,2,3,115,4274.521739130435,2988.104347826087,72,1,1.9861111111111112
2,2,2,3,143,3973.713286713287,3716.3636363636365,83,2,2.1566265060240966
9,2,2,3,123,4234.617886178862,3189.723577235772,68,2,1.6764705882352942
4,2,2,2,146,3500.8356164383563,3525.246575342466,61,2,1.4426229508196722
3,1,2,4,174,4319.235632183908,3360.5632183908046,93,1,1.967741935483871
6,1,2,2,137,3843.5766423357663,3235.795620437956,63,1,2.2857142857142856
0,2,2,2,114,4601.982456140351,3434.90350877193,51,2,1.9019607843137254
3,1,2,3,99,4545.111111111111,2768.919191919192,69,1,1.7536231884057971
4,1,2,3,116,3559.1724137931033,3734.0,76,1,2.6842105263157894
1,1,1,1,58,4113.293103448276,2654.1724137931033,43,1,1.2790697674418605
5,1,2,3,102,3440.9117647058824,3679.323529411765,91,2,1.5934065934065933
9,2,2,2,83,3561.590361445783,4067.578313253012,66,2,1.8484848484848484
3,1,2,3,102,3697.1960784313724,3751.0686274509803,74,3,2.1486486486486487
0,2,3,2,158,4084.0949367088606,3607.221518987342,56,8,2.0
5,1,2,2,101,3478.019801980198,3956.6930693069307,62,1,2.4516129032258065
0,2,2,2,127,4098.842519685039,3493.968503937008,91,1,1.5054945054945055
6,2,3,2,94,3881.7127659574467,3205.2127659574467,67,2,2.0149253731343282
2,1,2,3,92,4795.423913043478,3041.6521739130435,69,1,1.9710144927536233
7,1,2,2,74,3948.1216216216217,3318.945945945946,30,4,1.3999999999999999
6,2,2,3,99,4051.6060606060605,3507.878787878788,55,2,1.6363636363636365
6,2,3,2,75,3773.3333333333335,3256.693333333333,59,3,1.3559322033898304
6,2,3,3,81,3611.7283950617284,3016.3086419753085,45,7,2.8333333333333335
9,2,2,2,107,4245.532710280374,3593.177570093458,55,4,1.9090909090909092
6,2,2,3,96,3614.21875,3157.4375,53,2,1.8301886792452831
7,1,1,2,71,4209.830985915493,2945.7323943661972,52,1,2.1346153846153846
8,3,3,3,148,4253.5472972972975,3875.162162162162,63,3,2.0317460317460316
2,1,2,3,156,3866.8333333333335,3465.4102564102564,46,3,2.0555555555555554
0,2,2,2,155,4138.851612903226,4156.6322580645165,54,2,1.462962962962963
6,2,2,3,109,3749.5412844036696,2905.7798165137615,52,2,1.8269230769230769
0,3,2,3,187,4211.636363636364,3848.5080213903743,52,2,1.5384615384615385
8,3,2,4,137,3886.978102189781,3551.6715328467153,77,2,1.5974025974025974
9,1,2,4,118,3819.5423728813557,3695.9491525423728,68,2,2.2352941176470589
5,2,2,2,100,3158.13,4217.68,31,3,1.0416666666666667
3,1,2,3,121,4402.462809917355,3358.99173553719,71,1,2.0422535211267605
6,2,2,3,95,3904.9473684210525,3242.294736842105,45,3,2.625
7,1,2,2,61,4172.540983606557,3170.3606557377047,45,3,1.2444444444444445
4,1,2,3,127,3336.8818897637793,3813.5984251968503,68,1,2.6029411764705883
3,1,2,3,171,4036.093567251462,3791.9298245614036,95,1,2.1157894736842104
9,2,2,3,109,4104.293577981652,3325.0,78,1,2.1794871794871793
7,1,2,3,58,3957.137931034483,3121.9827586206898,30,3,2.6666666666666665
2,1,2,2,111,3873.162162162162,3426.9189189189187,68,1,2.0147058823529411
0,2,3,3,168,3812.6190476190477,3926.7619047619046,100,2,1.6799999999999999
4,2,2,3,82,3475.3414634146343,2954.829268292683,70,2,2.7571428571428571
7,1,1,2,91,3941.8901098901097,2916.054945054945,50,1,1.74
2,2,2,3,141,4221.241134751773,3479.1347517730496,61,2,1.8032786885245902
2,1,1,3,124,4047.8387096774195,3036.516129032258,55,1,2.1818181818181817
8,3,2,4,89,4068.4157303370785,2836.0337078651687,60,3,2.2333333333333334
2,3,2,3,157,4265.751592356688,3392.0254777070063,81,2,2.382716049382716
7,1,2,2,100,4239.59,3310.89,58,1,1.6551724137931034
0,2,2,2,150,4100.046666666667,3499.92,52,2,1.0769230769230769
4,1,2,1,109,3660.3394495412845,3586.02752293578,41,2,1.4634146341463414
0,2,2,2,150,4128.58,3578.52,51,2,1.5686274509803921
5,1,2,3,91,3967.7252747252746,2982.6703296703295,50,4,2.2666666666666666
2,1,2,4,118,4363.5084745762715,3853.508474576271,87,1,2.4252873563218391
8,2,3,2,129,3614.31007751938,3547.9147286821703,55,3,2.1818181818181817
7,1,2,3,111,4294.630630630631,2924.90990990991,69,1,1.7536231884057971
7,1,2,2,87,4667.298850574713,3093.0,61,1,1.5901639344262295
9,2,2,2,132,3960.9772727272725,3738.689393939394,76,1,1.368421052631579
1,1,1,1,60,4358.75,3367.5,29,2,2.7931034482758621
4,1,3,3,64,2909.921875,4101.609375,33,3,3.4736842105263159
0,2,3,2,132,3927.871212121212,3740.5454545454545,51,2,1.5686274509803921
1,1,1,1,60,3762.8,2748.633333333333,42,1,1.1428571428571428
1,1,1,1,67,4150.701492537313,2883.626865671642,42,1,1.1190476190476191
2,1,2,2,127,4099.031496062992,3096.3070866141734,75,1,2.1466666666666665
3,1,2,3,99,4330.222222222223,3267.121212121212,78,2,1.6923076923076923
6,2,3,3,115,4143.121739130434,3568.782608695652,72,2,2.4444444444444446
2,1,2,3,101,4077.5841584158416,3111.4059405940593,68,1,2.3529411764705883
0,2,3,3,184,3897.5760869565215,4427.880434782609,56,2,1.4464285714285714
6,2,3,3,113,3751.3451327433627,3586.29203539823,62,2,1.5483870967741935
6,2,2,3,205,4063.4,4165.731707317073,65,2,1.6000000000000001
1,1,1,1,55,3706.0545454545454,2990.1272727272726,40,1,0.625
9,2,2,3,127,3858.3307086614172,3027.803149606299,63,1,1.1428571428571428
4,1,3,2,102,3402.343137254902,3572.1960784313724,72,1,1.8888888888888888
5,1,2,3,96,4032.0,3803.1666666666665,48,4,1.8571428571428572
2,1,2,2,132,4117.348484848485,3784.5757575757575,44,4,1.9523809523809523
7,1,2,2,121,4355.710743801653,3336.4297520661157,62,1,1.9193548387096775
7,1,2,2,87,3972.816091954023,3306.367816091954,63,1,2.0158730158730158
8,2,2,3,81,4495.864197530864,2958.135802469136,46,4,1.8913043478260869
9,2,2,3,141,4119.652482269504,3579.021276595745,52,2,1.5384615384615385
5,1,2,4,109,4910.247706422018,3898.2201834862385,45,5,1.2
8,4,2,4,155,4302.522580645162,3811.6451612903224,73,3,1.8493150684931507
3,1,2,4,92,4819.978260869565,2893.836956521739,53,3,1.9433962264150944
8,5,2,3,134,3707.5746268656717,3775.216417910448,57,5,1.8421052631578947
5,1,2,3,104,4348.923076923077,3126.653846153846,72,1,1.875
6,2,2,3,149,3630.778523489933,3221.5637583892617,66,2,1.7121212121212122
2,1,3,3,119,4162.470588235294,3948.7731092436975,88,1,2.5568181818181817
0,2,2,2,180,3823.5555555555557,3615.661111111111,53,2,1.9622641509433962
9,2,3,3,136,3519.3823529411766,3347.448529411765,60,4,2.1499999999999999
7,1,2,3,115,3978.2869565217393,3430.4,78,1,2.6923076923076925
1,1,1,1,76,3860.1710526315787,3191.7631578947367,44,1,1.7954545454545454
8,3,2,5,103,4030.4174757281553,3110.980582524272,68,3,2.2647058823529411
2,1,3,2,136,3224.0661764705883,3879.6029411764707,78,1,2.2692307692307692
6,2,2,3,103,3495.5242718446602,2982.6116504854367,62,3,1.2419354838709677
9,2,2,3,66,4175.0,3169.6363636363635,28,5,2.5714285714285716
8,4,3,3,198,3971.080808080808,3540.252525252525,55,4,1.7454545454545454
4,1,2,3,127,3994.2755905511813,3993.472440944882,74,1,2.7162162162162162
9,1,3,2,109,3188.788990825688,4235.605504587156,57,2,2.1228070175438596
4,1,2,3,107,3489.4766355140187,3249.878504672897,65,2,2.8333333333333335
1,1,1,2,50,4276.44,2942.26,42,1,1.3571428571428572
3,1,2,3,113,4451.061946902655,3309.079646017699,79,1,2.1392405063291138
8,2,2,4,75,4260.026666666667,2808.7066666666665,49,3,2.1632653061224492
4,1,3,2,71,3621.9859154929577,3128.9718309859154,29,4,2.4827586206896552
0,2,2,3,153,4210.058823529412,3940.5359477124184,55,2,1.7636363636363637
7,1,2,2,172,4084.6686046511627,3331.9418604651164,73,1,1.8493150684931507
7,1,1,2,99,4364.626262626262,2956.10101010101,60,1,2.2333333333333334
3,1,2,4,150,4686.06,3334.48,81,4,1.691358024691358
7,1,2,2,91,4647.791208791209,3254.945054945055,64,1,1.765625
6,2,3,3,93,3781.7956989247314,3496.6021505376343,50,4,2.3799999999999999
6,1,2,2,115,3838.608695652174,3049.895652173913,57,2,2.2982456140350878
8,3,2,3,112,4434.482142857143,3000.214285714286,50,3,1.74
8,3,2,2,173,3831.115606936416,3450.6820809248557,51,3,1.4313725490196079
2,2,3,3,91,3798.5274725274726,2813.3846153846152,46,4,1.2391304347826086
7,1,2,2,132,4179.522727272727,3437.280303030303,62,1,1.8064516129032258
0,2,2,2,127,3963.6299212598424,3670.740157480315,87,1,1.5517241379310345
4,1,2,3,102,3614.2450980392155,3917.7450980392155,80,1,2.8500000000000001
3,1,1,3,157,3595.2866242038217,3547.203821656051,96,1,2.0625
7,1,2,3,116,4032.0258620689656,3880.1637931034484,83,2,1.8072289156626506
7,1,2,3,95,3970.463157894737,3091.9684210526316,67,1,2.6119402985074629
0,2,3,2,119,4524.756302521008,3334.9327731092435,53,2,1.2264150943396226
8,3,3,5,174,4176.873563218391,3671.551724137931,83,3,1.8192771084337349
4,1,3,2,112,4058.9196428571427,3542.964285714286,78,1,2.3717948717948718
7,1,2,2,172,3545.9883720930234,3678.953488372093,75,1,1.72
4,1,3,3,133,3916.3308270676694,3787.842105263158,83,1,2.5180722891566263
0,2,2,2,118,3657.2542372881358,3858.8389830508477,95,1,1.7578947368421052
6,3,3,3,157,3917.796178343949,3734.9681528662422,67,6,2.044776119402985
9,2,2,3,77,4269.688311688312,3173.6233766233768,56,2,2.2142857142857144
8,2,2,3,128,4045.1484375,3375.71875,77,2,2.1948051948051948
6,1,3,3,61,3589.8524590163934,3074.9836065573772,45,2,1.6666666666666667
0,1,2,2,105,4354.771428571428,3638.457142857143,65,3,1.8
1,1,1,1,180,4530.7555555555555,3545.1833333333334,54,1,1.462962962962963
6,2,3,2,143,3846.328671328671,3950.013986013986,64,2,1.375
4,1,3,3,96,3603.2916666666665,3151.1145833333335,40,7,2.8333333333333335
5,1,2,3,159,4246.238993710692,3870.062893081761,95,1,1.7578947368421052
2,1,2,3,118,3617.771186440678,3641.6525423728813,73,2,1.8356164383561644
7,1,2,2,116,4248.827586206897,3698.543103448276,83,1,1.8433734939759037
3,1,3,3,206,4642.52427184466,4157.995145631068,103,1,1.941747572815534
6,2,2,3,143,3452.2657342657344,3484.3916083916083,58,2,1.396551724137931
2,1,2,3,118,3362.1271186440677,3685.3050847457625,68,2,2.0
2,1,2,3,129,3984.6046511627906,3954.031007751938,81,1,2.0864197530864197
9,1,3,2,76,3693.315789473684,2918.0131578947367,30,5,1.0666666666666667
2,1,2,2,166,4731.120481927711,3423.5421686746986,75,1,1.6933333333333334
7,1,2,2,106,4039.2169811320755,3325.566037735849,65,1,2.476923076923077
4,1,2,2,72,3705.027777777778,3194.4861111111113,64,1,1.375
8,3,2,4,87,4121.137931034483,3278.1264367816093,47,4,2.2127659574468086
7,1,2,2,139,4582.992805755395,3390.6906474820144,33,4,1.5757575757575757
2,2,2,3,140,3941.157142857143,3694.5071428571428,73,3,1.9452054794520548
9,2,2,3,127,3818.968503937008,3469.6220472440946,81,1,2.1851851851851851
5,1,2,3,163,5062.748466257669,3496.6564417177915,99,1,1.8484848484848484
3,1,2,2,94,4347.5,3738.2659574468084,63,1,1.7777777777777777
4,1,2,2,79,4209.848101265823,3869.3417721518986,61,2,1.9836065573770492
8,2,2,4,119,4212.26050420168,3834.5378151260506,85,2,2.4588235294117649
0,2,2,2,153,3968.0130718954247,4120.176470588235,54,2,1.4814814814814814
4,1,2,2,125,3887.256,3034.456,70,1,2.5285714285714285
4,1,2,2,108,3910.3796296296296,3498.546296296296,72,1,1.5555555555555556
6,2,3,4,198,3589.378787878788,3785.686868686869,96,2,2.3541666666666665
5,1,1,3,104,4517.7307692307695,3268.9903846153848,81,1,1.691358024691358
6,1,3,3,124,3970.266129032258,4182.104838709677,70,7,2.1714285714285713
1,1,1,1,89,3713.8651685393256,3383.0224719101125,46,1,2.4130434782608696
2,1,2,3,185,4474.27027027027,3232.4702702702702,79,1,1.9240506329113924
2,1,2,2,150,4153.893333333333,3382.366666666667,82,1,2.3536585365853657
8,3,2,4,136,3977.514705882353,3540.5,82,4,2.6341463414634148
4,1,2,2,158,3800.0569620253164,3518.3164556962024,70,1,2.3857142857142857
5,1,2,3,116,3786.8793103448274,3492.0172413793102,88,1,1.9204545454545454
7,1,2,2,79,4252.886075949367,3337.8607594936707,67,1,2.5223880597014925
8,1,3,4,81,4225.086419753086,3439.543209876543,39,4,2.5128205128205128
0,2,2,2,139,3981.31654676259,4315.769784172662,55,2,1.7454545454545454
6,2,2,3,159,4085.710691823899,3595.0880503144654,55,2,2.3272727272727272
8,2,3,4,106,4352.103773584906,3395.9056603773583,42,4,1.8571428571428572
9,2,3,3,92,4109.173913043478,3146.358695652174,84,1,2.0952380952380953
1,1,1,2,77,4025.818181818182,3070.1688311688313,45,1,2.3111111111111109
7,1,1,2,121,4272.363636363636,3819.5123966942147,73,1,1.6301369863013699
7,1,2,2,103,4203.883495145631,3439.3203883495144,67,1,1.6716417910447761
2,2,2,3,174,4131.19540229885,3643.0919540229884,77,2,2.0909090909090908
6,1,2,2,161,3900.4037267080744,3868.385093167702,67,1,2.0149253731343282
3,1,2,4,95,4633.8,2907.4736842105262,64,1,2.03125
9,2,2,3,154,3982.4220779220777,3407.9285714285716,51,2,1.4313725490196079
9,1,2,3,111,3700.6846846846847,3307.90990990991,64,2,2.265625
1,1,1,1,61,3811.7377049180327,2754.8852459016393,44,1,0.54545454545454541
0,1,3,3,114,3860.5701754385964,4125.5526315789475,64,6,2.578125
4,1,3,2,71,3498.478873239437,2907.830985915493,48,2,1.8958333333333333
2,1,2,3,127,4396.023622047244,3571.9921259842517,75,1,2.2533333333333334
5,1,2,3,76,3662.6315789473683,3866.1973684210525,55,3,2.2000000000000002
4,1,2,2,86,3584.5348837209303,3616.5232558139537,74,2,1.4054054054054055
4,1,2,2,112,3412.5089285714284,3772.6964285714284,71,1,2.464788732394366
9,1,2,3,110,3925.2181818181816,3165.2363636363634,51,2,1.5686274509803921
2,1,2,3,107,4215.485981308411,3349.4392523364486,76,1,2.1447368421052633
6,2,3,2,142,3349.9014084507044,3418.1619718309857,74,2,1.2972972972972974
7,1,2,2,75,4162.8,3236.8533333333335,44,2,2.4545454545454546
2,1,2,2,156,4059.3076923076924,3720.0,73,1,1.7671232876712328
8,3,3,4,176,4504.318181818182,3453.903409090909,66,3,1.7121212121212122
3,1,2,3,121,4388.859504132231,3667.0578512396696,48,5,1.9166666666666667
3,1,2,3,94,4369.86170212766,3040.191489361702,66,1,2.1515151515151514
2,2,3,3,141,4185.333333333333,3331.354609929078,85,2,2.3647058823529412
7,1,2,2,84,4211.785714285715,3176.6666666666665,61,1,2.5081967213114753
0,2,2,2,205,4242.321951219512,3820.409756097561,55,2,1.7636363636363637
4,1,2,3,84,3419.6666666666665,3476.3214285714284,64,1,3.0
7,1,2,3,79,3970.46835443038,2931.4303797468356,21,5,2.5714285714285716
0,2,2,2,109,3960.238532110092,3032.935779816514,45,2,1.4444444444444444
7,1,2,2,112,4221.357142857143,3251.3125,65,1,2.3692307692307693
7,1,1,2,107,4384.22429906542,3453.1028037383176,60,1,1.7333333333333334
8,3,2,3,189,3845.7566137566137,3481.4761904761904,58,3,1.8103448275862069
1,1,1,1,60,4040.55,2552.25,43,1,0.72093023255813948
7,1,2,1,105,4230.495238095238,3816.361904761905,66,1,1.9696969696969697
3,1,2,3,97,4606.237113402062,3380.381443298969,43,3,1.5609756097560976
7,1,2,2,143,3949.125874125874,3220.1608391608393,69,1,2.1014492753623188
8,3,3,3,142,4205.359154929577,3347.2676056338028,59,5,1.8813559322033899
0,2,3,3,113,4152.345132743363,4073.29203539823,90,3,2.3999999999999999
1,1,1,1,83,4011.1927710843374,3019.120481927711,44,1,0.34090909090909088
0,3,4,2,218,4284.522935779816,3641.293577981651,55,2,1.8909090909090909
2,2,3,3,126,4541.4682539682535,3600.9603174603176,69,3,2.2028985507246377
9,2,3,3,93,4164.860215053764,3402.1182795698924,80,1,2.2250000000000001
7,1,2,2,133,4239.458646616541,3468.0827067669175,72,1,1.7638888888888888
6,2,3,3,97,3795.1237113402062,3394.5257731958764,66,3,2.0151515151515151
2,1,2,2,198,3523.131313131313,3553.9545454545455,67,1,2.283582089552239
2,1,2,2,181,3785.4585635359117,4177.132596685083,76,1,1.9078947368421053
6,2,3,2,66,4053.3030303030305,3093.6060606060605,39,5,2.8333333333333335
9,2,2,3,122,3730.6475409836066,3305.5409836065573,75,1,2.0266666666666668
0,1,3,2,124,4209.653225806452,4140.758064516129,90,1,2.1222222222222222
6,2,2,3,77,3988.753246753247,2839.4155844155844,43,2,2.0465116279069768
8,2,3,3,143,3828.5244755244757,3793.027972027972,60,3,1.9833333333333334
8,2,2,4,72,3990.6388888888887,2922.847222222222,53,3,2.4528301886792452
9,1,2,3,71,4204.2535211267605,3045.1267605633802,47,2,2.2941176470588234
6,2,3,2,148,3506.9054054054054,4119.804054054054,65,2,1.4615384615384615
3,1,2,4,112,4570.008928571428,3161.2321428571427,84,1,2.3214285714285716
5,1,2,3,147,4425.496598639455,3319.8707482993195,90,1,1.8666666666666667
0,2,2,2,128,4368.9140625,4119.546875,52,3,1.0769230769230769
2,2,3,3,102,3549.7450980392155,4112.421568627451,68,6,2.0294117647058822
2,1,3,3,105,4361.019047619047,3714.733333333333,45,4,1.8666666666666667
5,1,2,3,106,4183.16037735849,4024.7735849056603,69,1,2.347826086956522
9,2,2,3,116,4406.353448275862,2841.793103448276,53,2,1.9622641509433962
6,2,3,3,106,4268.509433962264,3092.367924528302,66,2,1.8333333333333333
4,1,2,2,61,3681.8688524590166,3119.065573770492,29,4,3.1379310344827585
1,1,1,2,51,3953.274509803922,2645.6666666666665,43,1,0.93023255813953487
5,1,2,3,63,3191.4444444444443,3709.3333333333335,50,4,2.8333333333333335
1,1,1,2,56,3681.0,2752.9285714285716,41,1,1.5609756097560976
7,1,1,3,74,3958.5810810810813,2996.891891891892,46,2,1.4285714285714286
4,2,2,2,82,3626.060975609756,2909.6585365853657,48,2,1.6875
8,3,2,3,150,4265.566666666667,2908.133333333333,53,3,2.1320754716981134
9,2,2,2,89,3610.561797752809,3161.4044943820227,50,2,1.1200000000000001
5,1,2,2,108,4134.564814814815,3481.472222222222,73,1,2.1095890410958904
7,1,2,3,90,4760.822222222222,3268.2444444444445,42,4,2.0714285714285716
4,1,3,2,100,3498.63,3394.99,80,1,2.25
7,1,2,2,88,3997.5,3549.443181818182,47,2,2.3617021276595747
2,2,3,3,121,3576.471074380165,3902.900826446281,65,5,1.5384615384615385
2,1,2,3,99,5069.515151515152,3594.4646464646466,56,5,1.4464285714285714
1,1,2,1,59,4124.830508474576,3379.6949152542375,45,1,2.8222222222222224
4,1,2,2,90,3694.0,3051.2444444444445,67,1,1.6119402985074627
8,3,2,4,162,4022.8333333333335,3569.9444444444443,112,3,1.9553571428571428
8,2,2,3,146,3978.5616438356165,3469.828767123288,78,2,1.858974358974359
6,2,2,3,150,3949.286666666667,3212.306666666667,55,3,2.3454545454545452
2,1,2,3,137,3903.4744525547444,3357.3795620437954,78,2,1.5256410256410255
2,1,2,3,122,4165.606557377049,3028.8606557377047,70,1,2.0714285714285716
2,1,2,3,97,4061.226804123711,3624.1958762886597,75,1,2.4666666666666668
6,2,2,3,117,3677.188034188034,2781.641025641026,52,2,1.8461538461538463
7,1,2,2,131,3638.5954198473282,3252.8702290076335,76,1,1.5921052631578947
8,1,3,2,154,4001.7597402597403,3470.551948051948,67,1,1.6716417910447761
1,1,2,2,44,4194.659090909091,2612.2727272727275,44,1,0.90909090909090906
8,2,2,4,155,4267.812903225807,3187.9806451612903,86,2,2.1744186046511627
8,3,2,4,96,4437.114583333333,3179.4583333333335,72,3,2.0833333333333335
1,1,1,1,40,3783.15,2878.85,26,2,2.1538461538461537
9,2,3,2,66,4312.530303030303,3597.4545454545455,30,6,1.6000000000000001
0,2,2,3,103,3907.8058252427186,3461.7184466019417,44,3,0.25
7,1,2,2,58,4191.379310344828,2752.5172413793102,40,3,1.375
9,2,2,3,132,3778.1969696969695,3638.7272727272725,63,2,1.5396825396825398
6,1,2,2,130,3616.9384615384615,2853.1923076923076,55,1,2.4909090909090907
6,2,2,3,117,3813.3162393162393,3367.82905982906,55,2,1.3090909090909091
8,2,2,4,146,4444.609589041096,3470.253424657534,76,2,2.1052631578947367
2,2,2,3,164,3793.2134146341464,3616.2743902439024,66,2,2.0757575757575757
3,1,2,3,100,4167.38,3614.21,80,1,2.7124999999999999
5,1,2,3,116,4076.698275862069,3815.310344827586,80,2,1.9375
4,1,2,2,88,3362.0,3803.6704545454545,67,1,2.283582089552239
5,1,2,3,117,3919.871794871795,3033.059829059829,73,1,2.0821917808219177
4,1,2,2,95,4166.936842105263,3517.2736842105264,60,1,2.6499999999999999
1,1,1,2,66,4026.8333333333335,2805.560606060606,42,1,1.1190476190476191
3,1,2,3,120,4666.858333333334,3575.6583333333333,82,1,1.9634146341463414
7,1,2,2,96,4425.96875,3093.0208333333335,69,1,2.4347826086956523
1,1,1,2,52,3849.519230769231,3289.076923076923,43,1,2.5813953488372094
5,1,2,3,76,3792.7631578947367,3390.25,35,5,1.1578947368421053
0,2,2,2,108,3024.953703703704,3871.5555555555557,45,7,1.6222222222222222
0,2,2,2,98,4306.9795918367345,3904.377551020408,51,2,1.588235294117647
8,2,3,4,122,4358.606557377049,3263.5737704918033,71,3,2.3380281690140845
5,1,2,3,115,5031.930434782608,3464.939130434783,58,3,0.78125
3,1,2,3,94,3151.7127659574467,3280.723404255319,40,9,2.0249999999999999
7,1,2,2,144,4044.25,3649.902777777778,69,1,1.7246376811594204
6,1,3,3,124,4170.798387096775,3788.3467741935483,84,1,1.9166666666666667
8,2,2,4,105,4566.92380952381,2955.114285714286,37,4,2.4324324324324325
2,2,3,3,126,4314.888888888889,3198.126984126984,52,4,2.0192307692307692
8,3,3,3,160,3822.83125,3197.34375,57,5,1.2807017543859649
4,1,2,3,85,3355.8823529411766,3157.6941176470586,65,2,2.8333333333333335
2,1,2,3,131,4105.603053435115,3836.320610687023,84,1,2.2023809523809526
3,1,2,3,86,4324.011627906977,3122.5697674418607,74,3,2.4729729729729728
6,3,2,3,168,3530.6309523809523,3731.940476190476,62,3,1.7903225806451613
2,1,2,2,93,3408.483870967742,3481.3010752688174,26,5,0.96153846153846156
8,2,3,4,131,4145.564885496183,3451.4961832061067,71,5,2.1549295774647885
7,1,2,2,79,3500.9367088607596,4793.987341772152,37,3,2.3243243243243241
2,1,2,2,160,3519.26875,3376.3,71,1,1.9295774647887325
4,1,2,3,90,3341.8555555555554,3640.0,23,4,3.4761904761904763
7,1,2,3,96,3857.4166666666665,3302.1458333333335,61,1,2.4754098360655736
3,1,2,3,156,4317.852564102564,3105.019230769231,90,1,1.6666666666666667
4,1,2,2,98,3690.438775510204,3493.4489795918366,70,1,1.7142857142857142
4,1,3,3,84,3220.7619047619046,3583.2261904761904,66,2,2.5606060606060606
5,1,2,3,57,4304.245614035088,3940.0701754385964,23,8,2.8333333333333335
4,1,2,2,113,3183.150442477876,3618.4690265486724,62,1,2.838709677419355
8,3,2,4,102,4189.637254901961,2803.401960784314,58,3,1.2931034482758621
