index,numbers,holes,horizontal_cuts,vertical_cuts,pixel_count,mass_x,mass_y,longest_contour,contours_count,straightness
25676,1,1,2,3,98,14.346938775510203,13.816326530612244,66,2,1.9393939393939394
25677,7,1,2,2,154,14.571428571428571,13.5,66,1,1.9393939393939394
25678,2,2,2,3,142,13.71830985915493,14.295774647887324,86,2,1.6860465116279071
25679,1,1,1,2,77,13.935064935064934,13.896103896103897,43,1,0.72093023255813948
25680,6,2,2,2,143,13.72027972027972,14.706293706293707,60,2,1.3333333333333333
25681,8,2,2,3,174,13.64367816091954,14.03448275862069,58,5,1.9482758620689655
25682,4,1,2,3,133,14.12781954887218,13.609022556390977,73,1,2.2054794520547945
25683,8,3,2,3,134,13.865671641791044,13.835820895522389,49,3,1.3265306122448979
25684,2,1,2,3,143,14.132867132867133,14.55944055944056,68,1,2.25
25685,8,3,2,3,133,14.338345864661655,14.0,53,6,1.8113207547169812
25686,1,1,1,1,85,13.75294117647059,14.529411764705882,45,1,2.1111111111111112
25687,3,1,2,3,168,13.886904761904763,13.75,85,1,1.7882352941176471
25688,2,2,3,3,207,14.115942028985508,13.8743961352657,98,2,1.6326530612244898
25689,3,1,2,3,132,14.545454545454545,13.893939393939394,40,4,1.325
25690,0,2,2,2,201,14.303482587064677,14.0,55,2,1.4545454545454546
25691,8,3,2,3,167,13.868263473053892,14.0,55,3,1.6181818181818182
25692,0,2,2,2,105,13.914285714285715,14.352380952380953,85,1,1.4352941176470588
25693,2,1,2,2,110,13.627272727272727,13.554545454545455,61,1,1.4426229508196722
25694,9,1,2,3,164,14.5,13.329268292682928,90,1,2.2333333333333334
25695,8,3,2,3,154,13.487012987012987,13.818181818181818,55,3,1.290909090909091
25696,5,1,2,3,221,14.638009049773755,13.55656108597285,108,1,1.25
25697,0,2,3,3,148,14.195945945945946,13.89864864864865,49,3,1.6326530612244898
25698,6,2,3,2,143,14.06993006993007,14.195804195804195,66,2,1.696969696969697
25699,6,2,2,2,185,13.843243243243244,14.356756756756758,68,2,2.1029411764705883
25700,7,1,2,2,99,13.595959595959595,13.585858585858587,57,1,1.8421052631578947
25701,2,3,2,2,169,13.662721893491124,14.201183431952662,84,2,1.7142857142857142
25702,1,1,2,2,86,14.465116279069768,14.104651162790697,45,2,2.4666666666666668
25703,4,1,2,3,134,13.873134328358208,13.753731343283581,73,1,2.4109589041095889
25704,7,1,2,2,139,14.100719424460431,14.280575539568344,69,1,2.3043478260869565
25705,9,1,3,3,134,14.462686567164178,14.26865671641791,88,5,1.6931818181818181
25706,0,2,2,2,242,13.789256198347108,14.400826446280991,58,2,1.7931034482758621
25707,7,1,2,2,126,13.936507936507937,14.238095238095237,62,1,1.564516129032258
25708,3,1,2,3,163,13.742331288343559,14.067484662576687,73,1,1.8630136986301369
25709,4,1,2,2,133,13.924812030075188,14.052631578947368,75,1,1.6933333333333334
25710,7,1,2,2,144,13.993055555555555,13.840277777777779,67,1,2.1641791044776117
25711,2,1,3,3,157,13.859872611464969,14.299363057324841,91,1,1.8351648351648351
25712,6,1,2,2,122,13.336065573770492,13.852459016393443,54,1,1.9259259259259258
25713,7,1,3,2,135,14.585185185185185,14.251851851851852,61,2,2.4754098360655736
25714,7,1,2,2,131,13.412213740458014,13.916030534351146,53,3,2.5660377358490565
25715,7,1,2,2,105,14.133333333333333,13.904761904761905,63,1,1.7619047619047619
25716,5,1,2,2,98,13.60204081632653,14.10204081632653,69,1,2.3333333333333335
25717,4,1,2,2,199,13.979899497487438,13.989949748743719,84,1,2.2738095238095237
25718,5,1,2,3,166,14.560240963855422,13.572289156626505,91,1,1.7582417582417582
25719,9,2,2,3,151,14.490066225165563,13.582781456953642,55,2,1.8909090909090909
25720,9,2,2,2,85,14.023529411764706,13.68235294117647,57,1,2.0526315789473686
25721,0,2,2,3,221,14.117647058823529,13.647058823529411,60,2,1.75
25722,1,1,1,1,67,14.074626865671641,13.82089552238806,44,1,0.90909090909090906
25723,1,1,1,1,134,14.26865671641791,13.865671641791044,48,1,1.6875
25724,6,2,2,3,175,14.24,13.754285714285714,74,2,1.527027027027027
25725,1,1,1,1,76,13.578947368421053,13.828947368421053,44,1,1.7954545454545454
25726,8,3,3,3,183,14.191256830601093,14.262295081967213,58,3,1.2413793103448276
25727,5,1,2,3,142,13.640845070422536,14.443661971830986,77,1,2.0909090909090908
25728,5,1,2,2,91,14.032967032967033,13.659340659340659,61,1,1.459016393442623
25729,0,2,2,2,152,13.973684210526315,14.210526315789474,51,2,1.8823529411764706
25730,3,1,2,3,178,14.629213483146067,14.50561797752809,96,1,1.5833333333333333
25731,6,1,3,3,106,13.68867924528302,14.084905660377359,75,1,1.9333333333333333
25732,7,1,2,3,177,14.016949152542374,13.98870056497175,79,1,2.0253164556962027
25733,7,1,1,2,86,14.255813953488373,13.848837209302326,58,1,2.1724137931034484
25734,5,1,2,3,127,14.417322834645669,14.149606299212598,88,1,1.5340909090909092
25735,5,1,2,3,138,14.057971014492754,14.318840579710145,90,1,1.9666666666666666
25736,9,2,3,2,136,13.867647058823529,14.330882352941176,68,2,1.3088235294117647
25737,5,1,2,3,164,14.414634146341463,14.50609756097561,77,1,2.0909090909090908
25738,1,1,1,1,61,13.967213114754099,14.311475409836065,43,1,0.7441860465116279
25739,4,1,2,2,112,13.883928571428571,13.598214285714286,65,1,1.5846153846153845
25740,7,1,2,2,127,13.818897637795276,14.15748031496063,69,1,1.6376811594202898
25741,3,1,1,3,181,13.651933701657459,13.87292817679558,71,1,2.140845070422535
25742,2,1,2,2,175,14.022857142857143,13.314285714285715,78,1,1.6282051282051282
25743,3,1,2,3,170,13.7,14.323529411764707,80,1,1.7124999999999999
25744,1,1,1,1,54,14.444444444444445,13.537037037037036,43,1,1.3023255813953489
25745,4,1,2,2,82,14.158536585365853,14.207317073170731,56,1,2.2678571428571428
25746,4,1,2,2,150,14.373333333333333,13.873333333333333,74,1,2.4729729729729728
25747,9,2,2,2,128,14.140625,13.8984375,60,2,1.2666666666666666
25748,4,1,2,2,120,13.55,14.166666666666666,66,1,1.9393939393939394
25749,4,1,2,2,181,13.900552486187845,14.209944751381215,74,1,1.7297297297297298
25750,9,2,2,2,177,14.401129943502825,14.0,53,2,1.8301886792452831
25751,3,1,2,3,161,13.900621118012422,14.118012422360248,88,1,2.2727272727272729
25752,5,1,2,4,140,14.028571428571428,14.292857142857143,94,1,1.7127659574468086
25753,9,2,2,3,141,14.21985815602837,13.539007092198581,61,2,2.5081967213114753
25754,1,1,1,1,141,13.836879432624114,13.72340425531915,50,1,1.8999999999999999
25755,0,2,2,2,160,14.23125,13.9875,55,2,1.290909090909091
25756,3,1,1,3,204,14.205882352941176,14.279411764705882,86,1,1.5813953488372092
25757,3,1,2,3,132,14.25,13.318181818181818,72,1,1.9027777777777777
25758,3,1,2,3,168,14.238095238095237,14.178571428571429,100,1,1.99
25759,6,2,3,2,167,13.982035928143713,13.8562874251497,69,2,2.2028985507246377
25760,1,1,1,1,62,13.790322580645162,14.096774193548388,44,1,2.3636363636363638
25761,2,1,2,3,175,14.194285714285714,13.382857142857143,86,1,1.7558139534883721
25762,2,2,2,2,83,13.927710843373495,14.048192771084338,55,2,2.0181818181818181
25763,3,1,2,3,179,13.88268156424581,13.240223463687151,101,1,2.1485148514851486
25764,4,2,2,3,113,14.283185840707965,14.504424778761061,51,2,2.5294117647058822
25765,1,1,1,1,59,13.76271186440678,14.372881355932204,42,1,1.9285714285714286
25766,0,2,2,2,152,14.282894736842104,14.302631578947368,51,2,1.2549019607843137
25767,9,3,2,3,132,14.371212121212121,13.636363636363637,68,1,2.1323529411764706
25768,2,2,2,2,176,13.801136363636363,13.375,68,2,1.8823529411764706
25769,8,3,2,3,109,13.761467889908257,13.899082568807339,64,3,1.859375
25770,3,1,1,3,97,13.309278350515465,14.402061855670103,57,1,2.0701754385964914
25771,6,2,3,3,165,13.963636363636363,14.072727272727272,60,3,1.9833333333333334
25772,5,1,2,3,149,14.476510067114093,13.53020134228188,52,3,1.6153846153846154
25773,0,1,2,3,205,13.897560975609757,13.965853658536586,60,5,1.6166666666666667
25774,6,2,3,3,137,13.700729927007298,14.167883211678832,67,2,1.791044776119403
25775,8,3,3,3,153,13.81045751633987,13.836601307189543,56,3,1.7142857142857142
25776,3,1,2,3,82,13.853658536585366,13.829268292682928,77,2,2.051948051948052
25777,6,2,2,3,165,13.945454545454545,13.957575757575757,58,3,2.0862068965517242
25778,3,1,2,3,148,14.358108108108109,13.506756756756756,87,1,1.5632183908045978
25779,6,2,3,2,203,13.798029556650246,14.201970443349754,76,2,1.5657894736842106
25780,5,1,2,3,186,13.96774193548387,13.559139784946236,93,2,1.89247311827957
25781,1,1,1,1,112,14.267857142857142,13.964285714285714,52,1,2.9038461538461537
25782,3,1,2,3,123,14.211382113821138,13.845528455284553,84,1,2.0238095238095237
25783,4,1,2,1,122,14.032786885245901,13.836065573770492,67,1,1.6716417910447761
25784,5,1,2,4,113,13.88495575221239,13.831858407079647,61,6,0.53846153846153844
25785,7,1,2,2,203,13.472906403940886,13.497536945812808,70,1,2.1714285714285713
25786,9,2,2,2,165,14.084848484848484,13.55151515151515,87,1,1.5632183908045978
25787,4,1,2,2,155,13.987096774193548,13.72258064516129,64,1,2.265625
25788,1,1,1,1,116,13.956896551724139,14.275862068965518,49,1,1.8163265306122449
25789,1,1,1,1,89,14.314606741573034,14.382022471910112,46,1,1.9347826086956521
25790,9,2,2,3,148,13.75,14.054054054054054,55,2,1.7636363636363637
25791,9,2,2,3,124,13.67741935483871,13.5,52,3,2.1538461538461537
25792,0,1,2,3,171,13.730994152046783,14.251461988304094,95,1,1.6947368421052631
25793,8,3,2,3,152,14.006578947368421,14.513157894736842,56,3,1.5714285714285714
25794,7,1,2,2,137,14.043795620437956,13.737226277372264,71,1,1.8169014084507042
25795,2,1,2,2,119,13.596638655462185,14.420168067226891,69,1,2.1014492753623188
25796,3,1,2,3,165,13.545454545454545,13.812121212121212,87,1,1.5632183908045978
25797,0,2,2,2,179,13.871508379888269,14.067039106145252,58,2,1.3793103448275863
25798,7,1,1,2,160,14.2375,14.36875,77,1,1.974025974025974
25799,4,1,3,2,112,13.714285714285714,14.232142857142858,86,2,2.2558139534883721
25800,6,1,2,2,169,13.49112426035503,14.094674556213018,69,1,1.6231884057971016
25801,9,2,2,3,127,14.275590551181102,13.551181102362206,56,2,2.0
25802,7,1,1,2,117,13.88034188034188,14.393162393162394,69,1,1.9710144927536233
25803,0,2,2,2,107,13.392523364485982,13.990654205607477,47,2,1.0425531914893618
25804,3,1,2,3,137,13.64963503649635,13.86861313868613,81,1,1.9876543209876543
25805,5,1,1,3,100,13.62,14.47,64,1,2.109375
25806,2,1,2,2,197,14.258883248730964,13.776649746192893,63,1,1.9206349206349207
25807,9,2,2,2,125,14.168,13.608,73,1,0.76712328767123283
25808,3,1,3,3,201,14.402985074626866,13.90547263681592,112,1,1.8571428571428572
25809,3,1,2,3,208,14.298076923076923,13.764423076923077,88,1,1.375
25810,2,1,2,2,144,14.340277777777779,13.680555555555555,71,1,1.6901408450704225
25811,2,2,3,3,155,13.67741935483871,14.116129032258064,82,2,1.7804878048780488
25812,6,2,3,3,149,13.825503355704697,14.060402684563758,66,4,1.803030303030303
25813,7,1,3,2,111,14.54054054054054,14.18918918918919,34,3,1.0588235294117647
25814,4,2,2,2,128,13.4140625,13.640625,62,2,2.193548387096774
25815,9,2,2,2,116,13.827586206896552,13.810344827586206,54,3,0.90740740740740744
25816,7,1,2,2,101,13.752475247524753,13.792079207920793,65,1,1.0923076923076922
25817,5,1,2,3,166,14.27710843373494,13.614457831325302,85,1,1.8941176470588235
25818,6,2,3,2,107,13.467289719626168,13.962616822429906,70,3,1.8285714285714285
25819,9,2,2,3,135,14.266666666666667,13.8,60,2,1.75
25820,4,1,2,3,130,14.107692307692307,14.138461538461538,75,1,2.6800000000000002
25821,1,1,1,1,73,14.383561643835616,14.068493150684931,44,1,1.8181818181818181
25822,2,2,3,3,221,13.914027149321267,14.375565610859729,81,5,1.3950617283950617
25823,6,2,2,3,144,14.395833333333334,13.98611111111111,54,2,1.6481481481481481
25824,7,1,2,2,120,14.225,13.616666666666667,40,2,1.325
25825,9,2,2,3,100,14.24,14.15,51,3,2.1960784313725492
25826,6,2,3,3,101,13.821782178217822,14.128712871287128,54,4,2.9629629629629628
25827,8,3,2,3,179,14.100558659217876,13.8268156424581,54,3,1.0185185185185186
25828,5,1,2,3,171,13.43859649122807,13.549707602339181,104,1,1.8557692307692308
25829,3,1,1,3,125,14.896,13.648,78,1,2.3333333333333335
25830,0,2,2,3,175,14.382857142857143,14.497142857142856,52,3,0.61538461538461542
25831,5,1,1,3,116,14.008620689655173,13.568965517241379,62,1,1.1451612903225807
25832,8,2,2,3,171,14.058479532163743,14.947368421052632,86,2,1.8720930232558139
25833,9,2,2,3,120,13.458333333333334,13.666666666666666,55,2,0.59999999999999998
25834,8,3,2,3,162,14.11111111111111,13.549382716049383,58,6,1.5344827586206897
25835,4,1,2,2,104,14.01923076923077,13.942307692307692,67,1,2.2537313432835822
25836,0,2,2,2,178,13.99438202247191,14.44943820224719,56,2,1.3214285714285714
25837,3,1,2,3,147,14.53061224489796,14.46938775510204,83,1,2.2048192771084336
25838,6,2,3,3,168,14.303571428571429,13.880952380952381,80,2,1.6125
25839,9,2,2,3,105,14.085714285714285,13.39047619047619,72,1,1.9583333333333333
25840,3,1,2,3,161,13.4472049689441,13.664596273291925,80,1,2.0874999999999999
25841,2,1,2,3,181,13.939226519337016,13.878453038674033,81,1,2.1851851851851851
25842,4,1,2,2,109,14.26605504587156,13.486238532110091,60,1,2.1333333333333333
25843,8,3,2,3,174,14.597701149425287,14.281609195402298,54,3,1.1851851851851851
25844,7,1,1,2,132,13.780303030303031,14.06060606060606,62,1,1.7903225806451613
25845,7,1,2,3,166,13.819277108433734,13.771084337349398,67,1,1.9253731343283582
25846,1,1,1,1,72,14.166666666666666,13.583333333333334,44,1,0.54545454545454541
25847,4,1,3,3,199,13.944723618090451,13.78894472361809,93,1,2.053763440860215
25848,4,2,3,2,183,13.923497267759563,14.420765027322405,66,5,1.5909090909090908
25849,0,2,2,2,198,13.686868686868687,14.186868686868687,55,2,1.7636363636363637
25850,5,1,2,3,106,14.018867924528301,13.783018867924529,87,2,2.1379310344827585
25851,8,3,2,3,139,14.381294964028777,13.553956834532373,77,2,1.5064935064935066
25852,7,1,2,2,144,13.694444444444445,14.01388888888889,75,1,1.7066666666666668
25853,8,1,2,2,157,13.13375796178344,13.9171974522293,52,3,1.6923076923076923
25854,7,1,2,2,135,14.74074074074074,14.274074074074074,69,2,2.0869565217391304
25855,3,1,2,3,135,13.622222222222222,13.822222222222223,77,1,2.1818181818181817
25856,1,1,1,2,123,13.365853658536585,13.626016260162602,61,1,1.4426229508196722
25857,9,2,2,2,122,14.172131147540984,14.12295081967213,60,1,1.7333333333333334
25858,8,2,2,4,148,13.574324324324325,14.236486486486486,66,2,1.9545454545454546
25859,7,1,2,2,127,14.354330708661417,13.84251968503937,67,1,2.2686567164179103
25860,7,1,2,3,102,13.745098039215685,13.53921568627451,71,1,2.028169014084507
25861,1,1,1,3,73,13.479452054794521,14.397260273972602,45,1,1.2222222222222223
25862,9,2,3,3,135,14.525925925925925,14.355555555555556,61,3,1.8524590163934427
25863,1,1,2,3,129,13.751937984496124,14.217054263565892,79,1,1.4303797468354431
25864,4,1,2,2,138,14.434782608695652,14.818840579710145,90,1,1.6888888888888889
25865,7,1,1,2,104,14.432692307692308,14.5,61,1,1.4426229508196722
25866,3,2,3,3,139,14.258992805755396,14.151079136690647,63,2,2.0476190476190474
25867,3,1,2,3,170,14.535294117647059,14.023529411764706,90,1,1.9444444444444444
25868,1,1,1,1,86,13.686046511627907,14.348837209302326,46,1,2.1086956521739131
25869,6,1,2,2,109,13.568807339449542,13.880733944954128,62,1,1.935483870967742
25870,0,1,2,3,186,13.505376344086022,13.489247311827956,100,1,1.8200000000000001
25871,8,1,2,3,178,13.623595505617978,14.247191011235955,42,3,2.2580645161290325
25872,5,1,1,3,111,13.558558558558559,14.00900900900901,68,1,2.0
25873,7,1,2,2,148,13.72972972972973,14.141891891891891,71,1,2.816901408450704
25874,2,1,2,3,211,13.914691943127963,13.895734597156398,91,1,1.6813186813186813
25875,7,1,2,2,95,14.336842105263157,13.978947368421053,58,1,2.2241379310344827
25876,7,1,2,2,172,14.180232558139535,14.563953488372093,76,1,1.8947368421052631
25877,4,1,2,3,131,14.236641221374045,13.740458015267176,70,1,2.7571428571428571
25878,5,1,2,2,160,14.48125,13.525,72,1,2.0138888888888888
25879,4,1,3,3,153,13.986928104575163,14.261437908496733,89,1,1.6067415730337078
25880,7,1,2,2,86,13.848837209302326,13.418604651162791,64,1,1.390625
25881,4,1,2,2,169,14.307692307692308,13.674556213017752,81,1,1.691358024691358
25882,4,1,2,2,104,14.009615384615385,13.548076923076923,70,1,2.157142857142857
25883,6,3,3,3,178,14.258426966292134,14.595505617977528,55,3,1.7272727272727273
25884,0,1,3,2,135,13.162962962962963,13.622222222222222,83,2,1.6385542168674698
25885,6,2,3,3,121,13.190082644628099,14.62809917355372,57,2,1.6842105263157894
25886,8,3,2,3,151,13.675496688741722,13.887417218543046,79,2,1.518987341772152
25887,4,1,2,3,95,13.905263157894737,13.578947368421053,55,1,2.8909090909090911
25888,1,1,1,1,41,14.024390243902438,14.024390243902438,23,1,0.52173913043478259
25889,8,2,3,3,139,13.251798561151078,13.726618705035971,74,3,1.5675675675675675
25890,8,3,2,3,164,13.475609756097562,14.439024390243903,56,3,1.1607142857142858
25891,0,1,2,3,175,14.148571428571428,14.137142857142857,56,4,1.7142857142857142
25892,4,1,2,3,140,14.65,14.3,84,1,2.2976190476190474
25893,2,2,2,2,187,13.81283422459893,13.81283422459893,78,2,1.7564102564102564
25894,7,1,2,2,104,13.875,14.336538461538462,58,1,2.5
25895,1,1,1,1,52,13.923076923076923,14.403846153846153,41,1,0.97560975609756095
25896,8,3,2,3,147,14.170068027210885,13.73469387755102,56,3,1.2678571428571428
25897,1,1,1,2,75,13.666666666666666,13.92,46,1,1.1956521739130435
25898,6,2,3,2,120,13.633333333333333,14.008333333333333,71,3,1.704225352112676
25899,4,1,2,2,116,14.39655172413793,13.827586206896552,74,2,1.8513513513513513
25900,2,2,2,3,184,14.168478260869565,14.456521739130435,84,2,2.1904761904761907
25901,6,1,2,2,127,13.582677165354331,14.21259842519685,63,1,1.6349206349206349
25902,0,2,2,2,165,13.775757575757575,13.67878787878788,53,2,1.5094339622641511
25903,4,2,2,3,130,13.661538461538461,14.253846153846155,68,2,1.7647058823529411
25904,9,2,2,3,149,13.724832214765101,14.114093959731544,52,2,1.7115384615384615
25905,3,1,1,3,110,14.018181818181818,13.7,61,1,1.9672131147540983
25906,6,2,3,3,195,13.476923076923077,14.158974358974358,74,2,1.8378378378378379
25907,9,2,2,2,104,14.384615384615385,13.682692307692308,72,1,1.0972222222222223
25908,6,2,2,2,113,13.893805309734514,13.43362831858407,48,2,1.1458333333333333
25909,1,1,2,2,113,14.353982300884956,13.893805309734514,66,2,1.7121212121212122
25910,7,1,2,2,102,14.294117647058824,13.696078431372548,73,1,1.5205479452054795
25911,1,1,2,1,79,13.772151898734178,13.645569620253164,44,2,1.9772727272727273
25912,1,1,1,2,93,14.46236559139785,13.720430107526882,46,1,0.89130434782608692
25913,6,2,2,3,154,14.285714285714286,14.272727272727273,57,2,1.5438596491228069
25914,6,2,2,2,123,14.195121951219512,13.829268292682928,46,6,0.14285714285714285
25915,3,1,2,3,148,13.81081081081081,14.16891891891892,80,1,1.9875
25916,2,2,2,3,185,13.91891891891892,13.567567567567568,85,2,1.7058823529411764
25917,7,1,1,2,84,14.107142857142858,14.285714285714286,53,1,1.4905660377358489
25918,9,2,2,2,121,13.578512396694215,13.942148760330578,49,2,1.9591836734693877
25919,3,1,2,4,151,14.14569536423841,13.973509933774835,96,1,1.8958333333333333
25920,9,2,3,2,150,14.346666666666666,13.88,54,2,1.4814814814814814
25921,4,1,2,2,129,13.775193798449612,14.031007751937985,71,1,2.492957746478873
25922,9,2,2,3,201,13.900497512437811,13.746268656716419,60,2,1.6166666666666667
25923,2,1,2,3,128,14.0625,14.7265625,77,1,1.5714285714285714
25924,6,3,3,3,123,13.926829268292684,14.016260162601625,59,2,1.4745762711864407
25925,7,1,2,2,112,14.410714285714286,13.973214285714286,64,1,1.984375
25926,1,1,1,1,71,14.112676056338028,14.112676056338028,45,1,2.3333333333333335
25927,8,3,2,3,123,13.626016260162602,13.642276422764228,55,3,1.6181818181818182
25928,0,2,2,2,159,13.654088050314465,14.352201257861635,89,1,1.1685393258426966
25929,0,2,2,2,170,14.08235294117647,14.51764705882353,54,3,1.037037037037037
25930,1,1,1,1,99,14.272727272727273,14.353535353535353,44,1,1.8409090909090908
25931,4,1,3,3,155,13.567741935483872,13.95483870967742,82,1,2.3536585365853657
25932,9,2,2,2,130,13.453846153846154,13.707692307692307,50,2,2.2200000000000002
25933,9,2,2,2,178,13.769662921348315,13.679775280898877,62,2,1.6612903225806452
25934,3,1,2,3,237,14.29535864978903,13.746835443037975,107,1,1.485981308411215
25935,2,1,2,3,109,13.596330275229358,14.477064220183486,76,1,1.6578947368421053
25936,4,1,2,2,111,13.82882882882883,13.82882882882883,77,1,1.7532467532467533
25937,8,3,2,3,192,13.848958333333334,14.505208333333334,53,3,1.2075471698113207
25938,1,1,1,2,71,14.014084507042254,14.352112676056338,44,1,0.54545454545454541
25939,4,1,2,3,145,13.482758620689655,14.172413793103448,78,1,2.3846153846153846
25940,9,2,2,3,160,13.73125,14.15,61,2,1.9836065573770492
25941,6,3,2,3,134,13.597014925373134,13.925373134328359,54,3,1.7777777777777777
25942,0,2,2,2,166,13.686746987951807,14.457831325301205,55,2,1.6181818181818182
25943,2,2,3,3,198,14.151515151515152,14.136363636363637,87,2,1.6551724137931034
25944,8,3,2,4,124,14.266129032258064,13.548387096774194,53,3,1.8867924528301887
25945,9,2,2,3,140,13.992857142857142,14.42142857142857,54,2,1.3333333333333333
25946,7,1,2,3,104,14.173076923076923,13.26923076923077,56,1,1.4107142857142858
25947,1,1,1,3,60,14.5,13.55,44,1,1.2727272727272727
25948,2,2,2,3,201,13.701492537313433,14.582089552238806,82,2,1.8658536585365855
25949,1,1,1,1,87,13.931034482758621,14.172413793103448,44,1,0.90909090909090906
25950,5,1,2,3,125,14.032,14.152,72,1,2.0
25951,7,1,2,3,150,14.326666666666666,13.986666666666666,76,1,1.9078947368421053
25952,9,2,2,3,122,14.30327868852459,13.598360655737705,55,2,1.1636363636363636
25953,3,1,2,3,162,14.024691358024691,14.376543209876543,77,1,1.8701298701298701
25954,6,1,2,2,118,13.440677966101696,13.88135593220339,62,2,1.564516129032258
25955,8,3,2,4,148,14.385135135135135,14.054054054054054,84,2,1.9047619047619047
25956,3,1,2,3,144,14.131944444444445,14.4375,80,1,1.9875
25957,7,1,2,2,121,13.661157024793388,13.826446280991735,68,1,1.5294117647058822
25958,6,1,3,3,148,13.466216216216216,13.777027027027026,82,1,1.8414634146341464
25959,6,1,2,3,153,13.92156862745098,14.0,35,3,0.7857142857142857
25960,9,2,2,2,146,14.020547945205479,13.952054794520548,57,4,1.2807017543859649
25961,4,1,2,2,106,13.528301886792454,14.141509433962264,63,1,2.1746031746031744
25962,1,1,1,1,59,13.728813559322035,13.559322033898304,43,1,1.8372093023255813
25963,8,2,2,2,216,14.023148148148149,13.88888888888889,58,2,2.0862068965517242
25964,9,2,2,2,105,13.99047619047619,13.40952380952381,58,2,1.5172413793103448
25965,2,2,2,3,177,14.214689265536723,13.706214689265536,89,2,1.7191011235955056
25966,7,1,1,2,105,13.657142857142857,14.285714285714286,59,1,1.2203389830508475
25967,4,1,2,2,159,13.930817610062894,13.830188679245284,75,1,2.3599999999999999
25968,0,2,2,2,198,14.227272727272727,14.01010101010101,54,2,1.3333333333333333
25969,4,1,3,2,125,13.976,13.8,76,1,2.3157894736842106
25970,8,3,2,3,195,14.194871794871794,13.451282051282051,60,3,1.4833333333333334
25971,4,1,2,2,144,13.659722222222221,14.569444444444445,86,1,2.6162790697674421
25972,8,3,2,2,122,14.024590163934427,13.811475409836065,48,3,1.3541666666666667
25973,8,3,2,3,115,13.834782608695653,13.391304347826088,50,3,1.74
25974,3,1,2,3,160,13.7875,14.0625,85,1,1.8941176470588235
25975,7,1,2,2,121,13.867768595041323,13.851239669421487,66,1,2.0757575757575757
25976,9,2,2,3,169,14.242603550295858,13.514792899408285,54,3,1.7777777777777777
25977,9,2,2,2,138,13.77536231884058,13.884057971014492,51,2,2.0392156862745097
25978,2,1,2,2,127,13.84251968503937,14.078740157480315,73,1,2.4109589041095889
25979,8,2,2,2,263,14.460076045627376,14.482889733840304,58,2,1.396551724137931
25980,7,1,1,2,112,13.660714285714286,13.830357142857142,56,1,2.1071428571428572
25981,4,1,2,2,129,14.542635658914728,13.542635658914728,71,1,1.5774647887323943
25982,8,3,3,3,160,13.5375,14.1125,26,6,1.2666666666666666
25983,3,1,2,3,118,14.169491525423728,14.169491525423728,75,1,1.9199999999999999
25984,0,2,2,2,161,14.062111801242237,14.347826086956522,51,2,1.411764705882353
25985,1,1,1,2,89,13.640449438202246,14.01123595505618,43,1,1.6511627906976745
25986,8,2,3,4,147,13.462585034013605,14.047619047619047,74,2,1.8513513513513513
25987,4,1,3,3,162,14.018518518518519,14.432098765432098,89,1,2.3258426966292136
25988,2,1,2,2,171,14.146198830409357,14.385964912280702,83,1,1.7228915662650603
25989,8,3,2,2,118,13.974576271186441,14.364406779661017,55,3,1.6000000000000001
25990,8,3,3,3,158,14.208860759493671,14.39240506329114,57,3,1.8421052631578947
25991,2,1,2,2,125,14.16,14.36,66,1,2.0303030303030303
25992,4,1,2,2,124,14.024193548387096,13.491935483870968,70,1,1.5857142857142856
25993,4,1,2,2,99,13.686868686868687,14.212121212121213,76,1,2.1052631578947367
25994,9,2,2,3,102,14.215686274509803,14.147058823529411,50,2,1.76
25995,5,1,2,3,197,13.99492385786802,14.17258883248731,105,1,1.838095238095238
25996,6,2,3,3,134,14.388059701492537,14.373134328358208,57,2,2.1228070175438596
25997,1,1,1,1,61,13.573770491803279,13.60655737704918,44,1,1.2727272727272727
25998,2,2,2,3,198,13.621212121212121,13.606060606060606,78,2,1.7564102564102564
25999,3,1,2,3,129,13.945736434108527,13.922480620155039,87,1,2.1149425287356323
26000,1,1,2,1,84,13.511904761904763,13.761904761904763,45,1,2.4666666666666668
26001,0,2,2,2,191,14.18324607329843,14.010471204188482,59,2,1.3728813559322033
26002,3,1,2,3,122,14.19672131147541,14.254098360655737,69,1,1.855072463768116
26003,1,1,2,2,88,14.420454545454545,14.090909090909092,18,2,2.0
26004,1,1,1,2,56,13.678571428571429,13.892857142857142,24,3,2.4166666666666665
26005,5,1,2,3,157,13.617834394904458,14.331210191082803,99,1,1.707070707070707
26006,7,1,2,2,105,14.41904761904762,13.695238095238095,66,1,2.6515151515151514
26007,2,1,2,2,125,14.248,14.552,67,1,2.0298507462686568
26008,5,1,2,2,148,14.54054054054054,13.756756756756756,81,1,2.1728395061728394
26009,6,2,3,3,214,13.799065420560748,14.462616822429906,70,2,2.0428571428571427
26010,7,1,2,3,134,14.656716417910447,14.119402985074627,65,2,1.2307692307692308
26011,9,2,2,3,138,14.043478260869565,13.579710144927537,50,2,1.78
26012,6,2,2,2,119,13.983193277310924,14.268907563025211,55,2,1.5818181818181818
26013,7,1,2,3,114,14.052631578947368,14.359649122807017,72,1,1.6805555555555556
26014,7,1,2,2,157,14.598726114649681,13.560509554140127,74,1,2.5
26015,2,1,2,3,138,13.992753623188406,14.014492753623188,85,1,1.776470588235294
